20,0,-1.076,4.018,8.4719
20,0.029053,-0.72188,3.9499,8.9622
20,0.059204,-0.65378,3.9908,9.3027
20,0.089173,-0.61292,4.2904,9.3027
20,0.12998,-0.8036,4.4811,8.8124
20,0.16995,-0.65378,4.0997,8.8124
20,0.20014,-0.14982,4.2495,8.6625
20,0.2392,-0.10896,4.9033,8.8532
20,0.26914,-0.14982,4.7535,8.3493
20,0.2991,0.040861,4.4811,8.9213
20,0.32922,0.10896,4.3313,9.1937
20,0.35928,-0.040861,4.3313,8.8124
20,0.38913,-0.38137,4.4811,8.9622
20,0.4191,-0.46309,4.3994,8.6625
20,0.44907,-0.34051,4.3313,8.9622
20,0.47968,-0.34051,4.1406,8.8532
20,0.50919,-0.50395,4.1406,8.9622
20,0.53912,-0.42223,4.3721,9.003
20,0.56915,-0.42223,4.2904,8.4719
20,0.60913,-0.42223,4.2087,8.4991
20,0.63922,-0.29965,4.6037,8.8941
20,0.6792,-0.29965,4.6718,8.5808
20,0.7092,-0.19068,4.7126,8.4719
20,0.74924,-0.040861,4.7535,8.8532
20,0.77921,0.10896,4.985,8.8124
20,0.80917,0.081722,5.094,8.4991
20,0.83911,0.081722,4.9033,8.4719
20,0.86917,0.27241,4.5628,9.0848
20,0.89914,0.53119,4.3721,8.8941
20,0.92926,0.38137,4.3313,8.3493
20,0.96179,0.31327,4.3994,8.2812
20,0.99909,0.31327,4.5628,8.7715
20,1.0292,0.27241,4.4811,8.6625
20,1.0592,0.14982,4.6037,8.4719
20,1.0892,0.27241,4.6718,8.6625
20,1.1191,0.23155,4.6037,8.4991
20,1.1525,0.19068,4.6718,8.1995
20,1.1894,0.27241,4.6718,8.54
20,1.2192,0.27241,4.6037,8.6217
20,1.2491,0.14982,4.6309,8.7715
20,1.2792,0.14982,4.5628,8.6898
20,1.3091,0.14982,4.6718,8.431
20,1.3391,0.14982,4.7535,8.431
20,1.3692,0.10896,4.7944,8.6625
20,1.3992,0.10896,4.7535,8.6625
20,1.4291,0.10896,4.7126,8.3493
20,1.4591,0.081722,4.7535,8.431
20,1.4894,0.14982,4.7535,8.6217
20,1.5193,0.23155,4.7944,8.431
20,1.5491,0.081722,4.7944,8.2812
20,1.5803,0.14982,4.7944,8.431
20,1.6091,0.23155,4.8625,8.6625
20,1.6392,0.14982,4.8625,8.5808
20,1.6692,0,4.7944,8.4991
20,1.6991,0.040861,4.6309,8.431
20,1.7291,0.10896,4.7126,8.3901
20,1.7592,0.081722,4.8216,8.3084
20,1.7892,0.040861,4.6718,8.431
20,1.8191,0.10896,4.7126,8.6625
20,1.8501,0.14982,4.8216,8.6625
20,1.8791,0.040861,4.8625,8.4719
20,1.9092,0.040861,4.8625,8.4991
20,1.9392,0.10896,4.8216,8.54
20,1.9691,0.081722,4.6718,8.5808
20,1.9991,0.081722,4.7126,8.431
20,2.0291,0,5.1349,8.1586
20,2.0592,0.081722,5.3664,8.1995
20,2.0895,0.42223,5.2847,8.4991
20,2.1191,0.61292,4.7944,10.038
20,2.1492,0.76274,3.9908,9.112
20,2.1792,0.31327,2.3699,6.3198
20,2.2092,-0.081722,-0.040861,7.7364
20,2.2392,0.040861,-1.185,10.42
20,2.2691,0.76274,-0.88532,12.027
20,2.2991,0.84446,-0.61292,11.605
20,2.33,0.27241,0.34051,9.7249
20,2.3592,0.53119,2.0703,9.112
20,2.3891,0.92618,3.4459,9.8475
20,2.4191,1.185,4.2495,9.9565
20,2.4491,1.0351,4.7126,8.9622
20,2.4792,0.95342,4.4811,7.4367
20,2.5091,1.0351,4.0589,7.2052
20,2.5391,1.1169,4.3721,8.3493
20,2.5691,1.076,4.522,8.6217
20,2.5991,0.76274,4.3313,8.3901
20,2.6291,0.50395,4.2495,8.6217
20,2.6591,0.61292,4.1814,9.0848
20,2.6892,0.57205,4.1814,9.003
20,2.7192,0.31327,4.3313,8.6217
20,2.7491,0.38137,4.2087,8.6625
20,2.7792,0.57205,4.1406,8.9622
20,2.8091,0.61292,4.0997,8.7715
20,2.8391,0.50395,4.3721,8.4719
20,2.8692,0.53119,4.3721,8.54
20,2.8993,0.57205,4.1406,8.5808
20,2.9291,0.50395,4.1814,8.7715
20,2.9592,0.46309,4.2087,8.8532
20,2.9892,0.38137,4.0997,8.54
20,3.0191,0.50395,4.1406,8.6898
20,3.0491,0.46309,4.1814,8.7715
20,3.0792,0.42223,4.1814,8.6898
